experiment_id,sbi_method,total_steps,activ_fun,nb_simulations,score_weight,n_flow_layers,n_bijector_layers,seed,nf type,batch size,score type,score noise,c2st
exp_nle_70000_400_1_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,400,1e-05,4,2,1,affine,128,unmarginal,0.0,0.683
exp_nle_70000_200_4_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,200,1e-05,4,2,4,affine,128,marginal,0.0,0.6854
exp_nle_70000_400_2_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,400,1e-05,4,2,2,affine,128,unmarginal,0.0,0.60565
exp_nle_70000_400_3_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,400,1e-05,4,2,3,affine,128,unmarginal,0.0,0.59335
exp_nle_70000_2000_1_4_2_silu_affine_128_0.0_unmarginal_0.0,nle,70000,silu,2000,0.0,4,2,1,affine,128,unmarginal,0.0,0.6047
exp_nle_70000_300_4_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,300,1e-05,4,2,4,affine,128,marginal,0.0,0.64655
exp_nle_70000_300_4_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,300,1e-05,4,2,4,affine,128,unmarginal,0.0,0.65795
exp_nle_70000_600_3_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,600,1e-05,4,2,3,affine,128,unmarginal,0.0,0.6405
exp_nle_70000_400_4_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,400,1e-05,4,2,4,affine,128,unmarginal,0.0,0.66
exp_nle_70000_400_4_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,400,1e-05,4,2,4,affine,128,marginal,0.0,0.63035
exp_nle_70000_600_2_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,600,1e-05,4,2,2,affine,128,unmarginal,0.0,0.6169
exp_nle_70000_400_2_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,400,1e-05,4,2,2,affine,128,marginal,0.0,0.58025
exp_nle_70000_800_1_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,800,1e-05,4,2,1,affine,128,unmarginal,0.0,0.63455
exp_nle_70000_200_2_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,200,1e-05,4,2,2,affine,128,marginal,0.0,0.6849
exp_nle_70000_300_2_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,300,1e-05,4,2,2,affine,128,marginal,0.0,0.59415
exp_nle_70000_2000_2_4_2_silu_affine_128_0.0_unmarginal_0.0,nle,70000,silu,2000,0.0,4,2,2,affine,128,unmarginal,0.0,0.59945
exp_nle_70000_800_2_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,800,1e-05,4,2,2,affine,128,unmarginal,0.0,0.61795
exp_nle_70000_2000_3_4_2_silu_affine_128_0.0_unmarginal_0.0,nle,70000,silu,2000,0.0,4,2,3,affine,128,unmarginal,0.0,0.579
exp_nle_70000_600_2_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,600,1e-05,4,2,2,affine,128,marginal,0.0,0.60265
exp_nle_70000_400_3_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,400,1e-05,4,2,3,affine,128,marginal,0.0,0.59385
exp_nle_70000_2000_4_4_2_silu_affine_128_0.0_unmarginal_0.0,nle,70000,silu,2000,0.0,4,2,4,affine,128,unmarginal,0.0,0.58105
exp_nle_70000_600_4_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,600,1e-05,4,2,4,affine,128,unmarginal,0.0,0.6042
exp_nle_70000_400_1_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,400,1e-05,4,2,1,affine,128,marginal,0.0,0.6225
exp_nle_70000_600_4_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,600,1e-05,4,2,4,affine,128,marginal,0.0,0.58595
exp_nle_70000_800_3_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,800,1e-05,4,2,3,affine,128,unmarginal,0.0,0.5774
exp_nle_70000_1000_2_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,1000,1e-05,4,2,2,affine,128,unmarginal,0.0,0.6149
exp_nle_70000_600_1_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,600,1e-05,4,2,1,affine,128,marginal,0.0,0.60965
exp_nle_70000_800_1_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,800,1e-05,4,2,1,affine,128,marginal,0.0,0.6045
exp_nle_70000_800_4_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,800,1e-05,4,2,4,affine,128,marginal,0.0,0.57905
exp_nle_70000_1000_3_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,1000,1e-05,4,2,3,affine,128,unmarginal,0.0,0.59
exp_nle_70000_800_4_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,800,1e-05,4,2,4,affine,128,unmarginal,0.0,0.59805
exp_nle_70000_600_3_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,600,1e-05,4,2,3,affine,128,marginal,0.0,0.59045
exp_nle_70000_1000_1_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,1000,1e-05,4,2,1,affine,128,unmarginal,0.0,0.6202
exp_nle_70000_800_2_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,800,1e-05,4,2,2,affine,128,marginal,0.0,0.5804
exp_nle_70000_800_3_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,800,1e-05,4,2,3,affine,128,marginal,0.0,0.6022
exp_nle_70000_1000_3_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,1000,1e-05,4,2,3,affine,128,marginal,0.0,0.6082
exp_nle_70000_200_3_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,200,1e-05,4,2,3,affine,128,marginal,0.0,0.77605
exp_nle_70000_1000_4_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,1000,1e-05,4,2,4,affine,128,marginal,0.0,0.5827
exp_nle_70000_1000_1_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,1000,1e-05,4,2,1,affine,128,marginal,0.0,0.6094
exp_nle_70000_1000_4_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,1000,1e-05,4,2,4,affine,128,unmarginal,0.0,0.5925
exp_nle_70000_1000_2_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,1000,1e-05,4,2,2,affine,128,marginal,0.0,0.59185
exp_nle_70000_1500_4_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,1500,1e-05,4,2,4,affine,128,unmarginal,0.0,0.60685
exp_nle_70000_1500_1_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,1500,1e-05,4,2,1,affine,128,unmarginal,0.0,0.57845
exp_nle_70000_1500_2_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,1500,1e-05,4,2,2,affine,128,unmarginal,0.0,0.59335
exp_nle_70000_1500_3_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,1500,1e-05,4,2,3,affine,128,unmarginal,0.0,0.58535
exp_nle_70000_1500_1_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,1500,1e-05,4,2,1,affine,128,marginal,0.0,0.59195
exp_nle_70000_1500_3_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,1500,1e-05,4,2,3,affine,128,marginal,0.0,0.60485
exp_nle_70000_1500_2_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,1500,1e-05,4,2,2,affine,128,marginal,0.0,0.6003
exp_nle_70000_1500_4_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,1500,1e-05,4,2,4,affine,128,marginal,0.0,0.5963
exp_nle_70000_2000_1_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,2000,1e-05,4,2,1,affine,128,unmarginal,0.0,0.5848
exp_nle_70000_2000_4_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,2000,1e-05,4,2,4,affine,128,unmarginal,0.0,0.59795
exp_nle_70000_2000_1_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,2000,1e-05,4,2,1,affine,128,marginal,0.0,0.5956
exp_nle_70000_2000_3_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,2000,1e-05,4,2,3,affine,128,unmarginal,0.0,0.5893
exp_nle_70000_2000_2_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,2000,1e-05,4,2,2,affine,128,unmarginal,0.0,0.5997
exp_nle_70000_2000_4_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,2000,1e-05,4,2,4,affine,128,marginal,0.0,0.59875
exp_nle_70000_2000_2_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,2000,1e-05,4,2,2,affine,128,marginal,0.0,0.60185
exp_nle_70000_2000_3_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,2000,1e-05,4,2,3,affine,128,marginal,0.0,0.574
exp_nle_70000_100_5_4_2_silu_affine_128_0.0_unmarginal_0.0,nle,70000,silu,100,0.0,4,2,5,affine,128,unmarginal,0.0,0.99315
exp_nle_70000_200_5_4_2_silu_affine_128_0.0_unmarginal_0.0,nle,70000,silu,200,0.0,4,2,5,affine,128,unmarginal,0.0,0.77285
exp_nle_70000_300_6_4_2_silu_affine_128_0.0_unmarginal_0.0,nle,70000,silu,300,0.0,4,2,6,affine,128,unmarginal,0.0,0.6579
exp_nle_70000_300_5_4_2_silu_affine_128_0.0_unmarginal_0.0,nle,70000,silu,300,0.0,4,2,5,affine,128,unmarginal,0.0,0.6735
exp_nle_70000_100_6_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,100,1e-05,4,2,6,affine,128,marginal,0.0,1.0
exp_nle_70000_600_6_4_2_silu_affine_128_0.0_unmarginal_0.0,nle,70000,silu,600,0.0,4,2,6,affine,128,unmarginal,0.0,0.5994
exp_nle_70000_200_6_4_2_silu_affine_128_0.0_unmarginal_0.0,nle,70000,silu,200,0.0,4,2,6,affine,128,unmarginal,0.0,0.6916
exp_nle_70000_400_5_4_2_silu_affine_128_0.0_unmarginal_0.0,nle,70000,silu,400,0.0,4,2,5,affine,128,unmarginal,0.0,0.6737
exp_nle_70000_100_5_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,100,1e-05,4,2,5,affine,128,unmarginal,0.0,0.9548
exp_nle_70000_800_5_4_2_silu_affine_128_0.0_unmarginal_0.0,nle,70000,silu,800,0.0,4,2,5,affine,128,unmarginal,0.0,0.59635
exp_nle_70000_600_5_4_2_silu_affine_128_0.0_unmarginal_0.0,nle,70000,silu,600,0.0,4,2,5,affine,128,unmarginal,0.0,0.617
exp_nle_70000_800_6_4_2_silu_affine_128_0.0_unmarginal_0.0,nle,70000,silu,800,0.0,4,2,6,affine,128,unmarginal,0.0,0.6385
exp_nle_70000_100_6_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,100,1e-05,4,2,6,affine,128,unmarginal,0.0,0.89365
exp_nle_70000_400_6_4_2_silu_affine_128_0.0_unmarginal_0.0,nle,70000,silu,400,0.0,4,2,6,affine,128,unmarginal,0.0,0.616
exp_nle_70000_100_5_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,100,1e-05,4,2,5,affine,128,marginal,0.0,0.8896
exp_nle_70000_1000_5_4_2_silu_affine_128_0.0_unmarginal_0.0,nle,70000,silu,1000,0.0,4,2,5,affine,128,unmarginal,0.0,0.6071
exp_nle_70000_200_5_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,200,1e-05,4,2,5,affine,128,unmarginal,0.0,0.6968
exp_nle_70000_300_5_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,300,1e-05,4,2,5,affine,128,unmarginal,0.0,0.70525
exp_nle_70000_200_6_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,200,1e-05,4,2,6,affine,128,unmarginal,0.0,0.7
exp_nle_70000_1000_6_4_2_silu_affine_128_0.0_unmarginal_0.0,nle,70000,silu,1000,0.0,4,2,6,affine,128,unmarginal,0.0,0.603
exp_nle_70000_1500_5_4_2_silu_affine_128_0.0_unmarginal_0.0,nle,70000,silu,1500,0.0,4,2,5,affine,128,unmarginal,0.0,0.59235
exp_nle_70000_200_5_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,200,1e-05,4,2,5,affine,128,marginal,0.0,0.6454
exp_nle_70000_300_6_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,300,1e-05,4,2,6,affine,128,unmarginal,0.0,0.6104
exp_nle_70000_600_5_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,600,1e-05,4,2,5,affine,128,unmarginal,0.0,0.66385
exp_nle_70000_1500_6_4_2_silu_affine_128_0.0_unmarginal_0.0,nle,70000,silu,1500,0.0,4,2,6,affine,128,unmarginal,0.0,0.588
exp_nle_70000_400_6_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,400,1e-05,4,2,6,affine,128,unmarginal,0.0,0.6404
exp_nle_70000_400_5_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,400,1e-05,4,2,5,affine,128,unmarginal,0.0,0.64265
exp_nle_70000_400_6_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,400,1e-05,4,2,6,affine,128,marginal,0.0,0.6135
exp_nle_70000_200_6_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,200,1e-05,4,2,6,affine,128,marginal,0.0,0.6834
exp_nle_70000_400_5_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,400,1e-05,4,2,5,affine,128,marginal,0.0,0.61295
exp_nle_70000_800_6_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,800,1e-05,4,2,6,affine,128,unmarginal,0.0,0.61955
exp_nle_70000_600_5_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,600,1e-05,4,2,5,affine,128,marginal,0.0,0.61115
exp_nle_70000_2000_5_4_2_silu_affine_128_0.0_unmarginal_0.0,nle,70000,silu,2000,0.0,4,2,5,affine,128,unmarginal,0.0,0.6096
exp_nle_70000_300_5_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,300,1e-05,4,2,5,affine,128,marginal,0.0,0.63845
exp_nle_70000_300_6_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,300,1e-05,4,2,6,affine,128,marginal,0.0,0.59985
exp_nle_70000_800_6_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,800,1e-05,4,2,6,affine,128,marginal,0.0,0.6213
exp_nle_70000_600_6_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,600,1e-05,4,2,6,affine,128,unmarginal,0.0,0.60235
exp_nle_70000_600_6_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,600,1e-05,4,2,6,affine,128,marginal,0.0,0.5847
exp_nle_70000_800_5_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,800,1e-05,4,2,5,affine,128,marginal,0.0,0.57075
exp_nle_70000_2000_6_4_2_silu_affine_128_0.0_unmarginal_0.0,nle,70000,silu,2000,0.0,4,2,6,affine,128,unmarginal,0.0,0.6127
exp_nle_70000_800_5_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,800,1e-05,4,2,5,affine,128,unmarginal,0.0,0.60655
exp_nle_70000_1000_6_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,1000,1e-05,4,2,6,affine,128,unmarginal,0.0,0.6287
exp_nle_70000_1000_5_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,1000,1e-05,4,2,5,affine,128,marginal,0.0,0.58985
exp_nle_70000_1000_5_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,1000,1e-05,4,2,5,affine,128,unmarginal,0.0,0.61515
exp_nle_70000_1500_5_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,1500,1e-05,4,2,5,affine,128,marginal,0.0,0.5667
exp_nle_70000_1000_6_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,1000,1e-05,4,2,6,affine,128,marginal,0.0,0.60725
exp_nle_70000_1500_5_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,1500,1e-05,4,2,5,affine,128,unmarginal,0.0,0.5895
exp_nle_70000_1500_6_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,1500,1e-05,4,2,6,affine,128,marginal,0.0,0.57905
exp_nle_70000_1500_6_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,1500,1e-05,4,2,6,affine,128,unmarginal,0.0,0.6201
exp_nle_70000_2000_5_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,2000,1e-05,4,2,5,affine,128,marginal,0.0,0.5689
exp_nle_70000_2000_5_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,2000,1e-05,4,2,5,affine,128,unmarginal,0.0,0.5707
exp_nle_70000_2000_6_4_2_silu_affine_128_1e-05_marginal_0.0,nle,70000,silu,2000,1e-05,4,2,6,affine,128,marginal,0.0,0.6039
exp_nle_70000_2000_6_4_2_silu_affine_128_1e-05_unmarginal_0.0,nle,70000,silu,2000,1e-05,4,2,6,affine,128,unmarginal,0.0,0.59535
